id,collected_at,observed_at,stn,source,temp_c,humidity_pct,wind_speed_ms,rain_mm,raw_fields,raw_line,api_url
256,2026-07-19T10:06:01.089203+09:00,2026-07-19T10:00:00+09:00,108,KMA_ASOS_HOURLY,26.0,75.0,1.8,,"{""BF"": ""-9"", ""CT"": ""-"", ""HM"": ""75.0"", ""IR"": ""3"", ""IX"": ""2"", ""PA"": ""994.1"", ""PR"": ""-9.0"", ""PS"": ""1003.8"", ""PT"": ""-9"", ""PV"": ""25.2"", ""RN"": ""-9.0"", ""SI"": ""1.84"", ""SS"": ""0.5"", ""TA"": ""26.0"", ""TD"": ""21.2"", ""TM"": ""202607191000"", ""TS"": ""29.4"", ""VS"": ""1422"", ""WC"": ""-9"", ""WD"": ""18"", ""WH"": ""-9.0"", ""WP"": ""-9"", ""WS"": ""1.8"", ""WW"": ""-"", ""STN"": ""108"", ""ST_GD"": ""-9"", ""TE_01"": ""25.7"", ""TE_02"": ""25.6"", ""TE_03"": ""25.5"", ""CA_MID"": ""7"", ""CA_TOT"": ""7"", ""CH_MIN"": ""6"", ""CT_LOW"": ""-9"", ""CT_MID"": ""-9"", ""CT_TOP"": ""-9"", ""GST_TM"": ""-9"", ""GST_WD"": ""-9"", ""GST_WS"": ""-9.0"", ""RN_DAY"": ""0.1"", ""RN_INT"": ""-9.0"", ""RN_JUN"": ""0.1"", ""SD_DAY"": ""-9.0"", ""SD_HR3"": ""-9.0"", ""SD_TOT"": ""-9.0"", ""ST_SEA"": ""-9"", ""TE_005"": ""24.8""}",202607191000 108  18  1.8  -9 -9.0   -9  994.1 1003.8 -9  -9.0  26.0  21.2  75.0  25.2   -9.0    0.1    0.1   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        7   7    6 -         -9  -9  -9  1422  0.5  1.84 -9  29.4  24.8  25.7  25.6  25.5  -9 -9.0 -9  3  2,https://apihub.kma.go.kr/api/typ01/url/kma_sfctm2.php?tm=&stn=108&authKey=L_aqRjZLRCq2qkY2S3QqkA
257,2026-07-19T11:04:10.185512+09:00,2026-07-19T11:00:00+09:00,108,KMA_ASOS_HOURLY,27.2,71.0,2.4,,"{""BF"": ""-9"", ""CT"": ""-"", ""HM"": ""71.0"", ""IR"": ""3"", ""IX"": ""2"", ""PA"": ""994.3"", ""PR"": ""-9.0"", ""PS"": ""1003.9"", ""PT"": ""-9"", ""PV"": ""25.5"", ""RN"": ""-9.0"", ""SI"": ""2.52"", ""SS"": ""0.6"", ""TA"": ""27.2"", ""TD"": ""21.4"", ""TM"": ""202607191100"", ""TS"": ""33.4"", ""VS"": ""1457"", ""WC"": ""-9"", ""WD"": ""25"", ""WH"": ""-9.0"", ""WP"": ""-9"", ""WS"": ""2.4"", ""WW"": ""-"", ""STN"": ""108"", ""ST_GD"": ""-9"", ""TE_01"": ""26.4"", ""TE_02"": ""26.1"", ""TE_03"": ""25.5"", ""CA_MID"": ""7"", ""CA_TOT"": ""7"", ""CH_MIN"": ""7"", ""CT_LOW"": ""-9"", ""CT_MID"": ""-9"", ""CT_TOP"": ""-9"", ""GST_TM"": ""-9"", ""GST_WD"": ""-9"", ""GST_WS"": ""-9.0"", ""RN_DAY"": ""0.1"", ""RN_INT"": ""-9.0"", ""RN_JUN"": ""0.1"", ""SD_DAY"": ""-9.0"", ""SD_HR3"": ""-9.0"", ""SD_TOT"": ""-9.0"", ""ST_SEA"": ""-9"", ""TE_005"": ""25.5""}",202607191100 108  25  2.4  -9 -9.0   -9  994.3 1003.9 -9  -9.0  27.2  21.4  71.0  25.5   -9.0    0.1    0.1   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        7   7    7 -         -9  -9  -9  1457  0.6  2.52 -9  33.4  25.5  26.4  26.1  25.5  -9 -9.0 -9  3  2,https://apihub.kma.go.kr/api/typ01/url/kma_sfctm2.php?tm=&stn=108&authKey=L_aqRjZLRCq2qkY2S3QqkA
258,2026-07-19T12:06:33.329148+09:00,2026-07-19T12:00:00+09:00,108,KMA_ASOS_HOURLY,27.9,66.0,2.2,,"{""BF"": ""-9"", ""CT"": ""-"", ""HM"": ""66.0"", ""IR"": ""3"", ""IX"": ""2"", ""PA"": ""994.4"", ""PR"": ""0.2"", ""PS"": ""1004.0"", ""PT"": ""2"", ""PV"": ""24.7"", ""RN"": ""-9.0"", ""SI"": ""2.25"", ""SS"": ""0.3"", ""TA"": ""27.9"", ""TD"": ""20.9"", ""TM"": ""202607191200"", ""TS"": ""32.8"", ""VS"": ""1630"", ""WC"": ""-9"", ""WD"": ""23"", ""WH"": ""-9.0"", ""WP"": ""-9"", ""WS"": ""2.2"", ""WW"": ""-"", ""STN"": ""108"", ""ST_GD"": ""-9"", ""TE_01"": ""27.0"", ""TE_02"": ""26.6"", ""TE_03"": ""25.5"", ""CA_MID"": ""6"", ""CA_TOT"": ""9"", ""CH_MIN"": ""10"", ""CT_LOW"": ""-9"", ""CT_MID"": ""-9"", ""CT_TOP"": ""-9"", ""GST_TM"": ""-9"", ""GST_WD"": ""-9"", ""GST_WS"": ""-9.0"", ""RN_DAY"": ""0.1"", ""RN_INT"": ""-9.0"", ""RN_JUN"": ""0.1"", ""SD_DAY"": ""-9.0"", ""SD_HR3"": ""-9.0"", ""SD_TOT"": ""-9.0"", ""ST_SEA"": ""-9"", ""TE_005"": ""26.3""}",202607191200 108  23  2.2  -9 -9.0   -9  994.4 1004.0  2   0.2  27.9  20.9  66.0  24.7   -9.0    0.1    0.1   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        9   6   10 -         -9  -9  -9  1630  0.3  2.25 -9  32.8  26.3  27.0  26.6  25.5  -9 -9.0 -9  3  2,https://apihub.kma.go.kr/api/typ01/url/kma_sfctm2.php?tm=&stn=108&authKey=L_aqRjZLRCq2qkY2S3QqkA
259,2026-07-19T13:08:42.797104+09:00,2026-07-19T13:00:00+09:00,108,KMA_ASOS_HOURLY,28.3,64.0,2.9,,"{""BF"": ""-9"", ""CT"": ""-"", ""HM"": ""64.0"", ""IR"": ""3"", ""IX"": ""2"", ""PA"": ""994.4"", ""PR"": ""-9.0"", ""PS"": ""1004.0"", ""PT"": ""-9"", ""PV"": ""24.6"", ""RN"": ""-9.0"", ""SI"": ""2.36"", ""SS"": ""0.2"", ""TA"": ""28.3"", ""TD"": ""20.8"", ""TM"": ""202607191300"", ""TS"": ""34.9"", ""VS"": ""2097"", ""WC"": ""-9"", ""WD"": ""25"", ""WH"": ""-9.0"", ""WP"": ""-9"", ""WS"": ""2.9"", ""WW"": ""-"", ""STN"": ""108"", ""ST_GD"": ""-9"", ""TE_01"": ""27.5"", ""TE_02"": ""27.1"", ""TE_03"": ""25.6"", ""CA_MID"": ""2"", ""CA_TOT"": ""8"", ""CH_MIN"": ""9"", ""CT_LOW"": ""-9"", ""CT_MID"": ""-9"", ""CT_TOP"": ""-9"", ""GST_TM"": ""-9"", ""GST_WD"": ""-9"", ""GST_WS"": ""-9.0"", ""RN_DAY"": ""0.1"", ""RN_INT"": ""-9.0"", ""RN_JUN"": ""0.1"", ""SD_DAY"": ""-9.0"", ""SD_HR3"": ""-9.0"", ""SD_TOT"": ""-9.0"", ""ST_SEA"": ""-9"", ""TE_005"": ""26.7""}",202607191300 108  25  2.9  -9 -9.0   -9  994.4 1004.0 -9  -9.0  28.3  20.8  64.0  24.6   -9.0    0.1    0.1   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        8   2    9 -         -9  -9  -9  2097  0.2  2.36 -9  34.9  26.7  27.5  27.1  25.6  -9 -9.0 -9  3  2,https://apihub.kma.go.kr/api/typ01/url/kma_sfctm2.php?tm=&stn=108&authKey=L_aqRjZLRCq2qkY2S3QqkA
260,2026-07-19T14:03:55.414149+09:00,2026-07-19T14:00:00+09:00,108,KMA_ASOS_HOURLY,28.6,65.0,2.5,,"{""BF"": ""-9"", ""CT"": ""-"", ""HM"": ""65.0"", ""IR"": ""3"", ""IX"": ""-9"", ""PA"": ""994.3"", ""PR"": ""-9.0"", ""PS"": ""1003.9"", ""PT"": ""-9"", ""PV"": ""25.3"", ""RN"": ""-9.0"", ""SI"": ""2.37"", ""SS"": ""0.4"", ""TA"": ""28.6"", ""TD"": ""21.3"", ""TM"": ""202607191400"", ""TS"": ""34.8"", ""VS"": ""2457"", ""WC"": ""-9"", ""WD"": ""25"", ""WH"": ""-9.0"", ""WP"": ""-9"", ""WS"": ""2.5"", ""WW"": ""-"", ""STN"": ""108"", ""ST_GD"": ""-9"", ""TE_01"": ""28.0"", ""TE_02"": ""27.5"", ""TE_03"": ""25.7"", ""CA_MID"": ""8"", ""CA_TOT"": ""8"", ""CH_MIN"": ""9"", ""CT_LOW"": ""-9"", ""CT_MID"": ""-9"", ""CT_TOP"": ""-9"", ""GST_TM"": ""-9"", ""GST_WD"": ""-9"", ""GST_WS"": ""-9.0"", ""RN_DAY"": ""0.1"", ""RN_INT"": ""-9.0"", ""RN_JUN"": ""0.1"", ""SD_DAY"": ""-9.0"", ""SD_HR3"": ""-9.0"", ""SD_TOT"": ""-9.0"", ""ST_SEA"": ""-9"", ""TE_005"": ""27.3""}",202607191400 108  25  2.5  -9 -9.0   -9  994.3 1003.9 -9  -9.0  28.6  21.3  65.0  25.3   -9.0    0.1    0.1   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        8   8    9 -         -9  -9  -9  2457  0.4  2.37 -9  34.8  27.3  28.0  27.5  25.7  -9 -9.0 -9  3 -9,https://apihub.kma.go.kr/api/typ01/url/kma_sfctm2.php?tm=&stn=108&authKey=L_aqRjZLRCq2qkY2S3QqkA
261,2026-07-19T15:08:08.592900+09:00,2026-07-19T15:00:00+09:00,108,KMA_ASOS_HOURLY,28.9,60.0,3.0,,"{""BF"": ""-9"", ""CT"": ""-"", ""HM"": ""60.0"", ""IR"": ""3"", ""IX"": ""2"", ""PA"": ""994.1"", ""PR"": ""-0.3"", ""PS"": ""1003.7"", ""PT"": ""7"", ""PV"": ""23.8"", ""RN"": ""-9.0"", ""SI"": ""2.31"", ""SS"": ""0.7"", ""TA"": ""28.9"", ""TD"": ""20.3"", ""TM"": ""202607191500"", ""TS"": ""36.9"", ""VS"": ""1743"", ""WC"": ""-9"", ""WD"": ""20"", ""WH"": ""-9.0"", ""WP"": ""-9"", ""WS"": ""3.0"", ""WW"": ""-"", ""STN"": ""108"", ""ST_GD"": ""-9"", ""TE_01"": ""28.4"", ""TE_02"": ""27.9"", ""TE_03"": ""25.8"", ""CA_MID"": ""5"", ""CA_TOT"": ""6"", ""CH_MIN"": ""9"", ""CT_LOW"": ""-9"", ""CT_MID"": ""-9"", ""CT_TOP"": ""-9"", ""GST_TM"": ""-9"", ""GST_WD"": ""-9"", ""GST_WS"": ""-9.0"", ""RN_DAY"": ""0.1"", ""RN_INT"": ""-9.0"", ""RN_JUN"": ""0.1"", ""SD_DAY"": ""-9.0"", ""SD_HR3"": ""-9.0"", ""SD_TOT"": ""-9.0"", ""ST_SEA"": ""-9"", ""TE_005"": ""27.4""}",202607191500 108  20  3.0  -9 -9.0   -9  994.1 1003.7  7  -0.3  28.9  20.3  60.0  23.8   -9.0    0.1    0.1   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        6   5    9 -         -9  -9  -9  1743  0.7  2.31 -9  36.9  27.4  28.4  27.9  25.8  -9 -9.0 -9  3  2,https://apihub.kma.go.kr/api/typ01/url/kma_sfctm2.php?tm=&stn=108&authKey=L_aqRjZLRCq2qkY2S3QqkA
262,2026-07-19T16:07:51.529122+09:00,2026-07-19T16:00:00+09:00,108,KMA_ASOS_HOURLY,29.1,60.0,1.5,,"{""BF"": ""-9"", ""CT"": ""-"", ""HM"": ""60.0"", ""IR"": ""3"", ""IX"": ""2"", ""PA"": ""993.7"", ""PR"": ""-9.0"", ""PS"": ""1003.3"", ""PT"": ""-9"", ""PV"": ""24.1"", ""RN"": ""-9.0"", ""SI"": ""2.29"", ""SS"": ""0.7"", ""TA"": ""29.1"", ""TD"": ""20.5"", ""TM"": ""202607191600"", ""TS"": ""33.7"", ""VS"": ""1707"", ""WC"": ""-9"", ""WD"": ""23"", ""WH"": ""-9.0"", ""WP"": ""-9"", ""WS"": ""1.5"", ""WW"": ""-"", ""STN"": ""108"", ""ST_GD"": ""-9"", ""TE_01"": ""28.7"", ""TE_02"": ""28.3"", ""TE_03"": ""25.9"", ""CA_MID"": ""6"", ""CA_TOT"": ""8"", ""CH_MIN"": ""10"", ""CT_LOW"": ""-9"", ""CT_MID"": ""-9"", ""CT_TOP"": ""-9"", ""GST_TM"": ""-9"", ""GST_WD"": ""-9"", ""GST_WS"": ""-9.0"", ""RN_DAY"": ""0.1"", ""RN_INT"": ""-9.0"", ""RN_JUN"": ""0.1"", ""SD_DAY"": ""-9.0"", ""SD_HR3"": ""-9.0"", ""SD_TOT"": ""-9.0"", ""ST_SEA"": ""-9"", ""TE_005"": ""28.0""}",202607191600 108  23  1.5  -9 -9.0   -9  993.7 1003.3 -9  -9.0  29.1  20.5  60.0  24.1   -9.0    0.1    0.1   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        8   6   10 -         -9  -9  -9  1707  0.7  2.29 -9  33.7  28.0  28.7  28.3  25.9  -9 -9.0 -9  3  2,https://apihub.kma.go.kr/api/typ01/url/kma_sfctm2.php?tm=&stn=108&authKey=L_aqRjZLRCq2qkY2S3QqkA
263,2026-07-19T17:07:40.156307+09:00,2026-07-19T17:00:00+09:00,108,KMA_ASOS_HOURLY,28.8,60.0,2.1,,"{""BF"": ""-9"", ""CT"": ""-"", ""HM"": ""60.0"", ""IR"": ""3"", ""IX"": ""2"", ""PA"": ""993.9"", ""PR"": ""-9.0"", ""PS"": ""1003.5"", ""PT"": ""-9"", ""PV"": ""23.7"", ""RN"": ""-9.0"", ""SI"": ""1.23"", ""SS"": ""0.2"", ""TA"": ""28.8"", ""TD"": ""20.2"", ""TM"": ""202607191700"", ""TS"": ""31.8"", ""VS"": ""1561"", ""WC"": ""-9"", ""WD"": ""25"", ""WH"": ""-9.0"", ""WP"": ""-9"", ""WS"": ""2.1"", ""WW"": ""-"", ""STN"": ""108"", ""ST_GD"": ""-9"", ""TE_01"": ""28.7"", ""TE_02"": ""28.4"", ""TE_03"": ""26.1"", ""CA_MID"": ""7"", ""CA_TOT"": ""8"", ""CH_MIN"": ""10"", ""CT_LOW"": ""-9"", ""CT_MID"": ""-9"", ""CT_TOP"": ""-9"", ""GST_TM"": ""-9"", ""GST_WD"": ""-9"", ""GST_WS"": ""-9.0"", ""RN_DAY"": ""0.1"", ""RN_INT"": ""-9.0"", ""RN_JUN"": ""0.1"", ""SD_DAY"": ""-9.0"", ""SD_HR3"": ""-9.0"", ""SD_TOT"": ""-9.0"", ""ST_SEA"": ""-9"", ""TE_005"": ""27.9""}",202607191700 108  25  2.1  -9 -9.0   -9  993.9 1003.5 -9  -9.0  28.8  20.2  60.0  23.7   -9.0    0.1    0.1   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        8   7   10 -         -9  -9  -9  1561  0.2  1.23 -9  31.8  27.9  28.7  28.4  26.1  -9 -9.0 -9  3  2,https://apihub.kma.go.kr/api/typ01/url/kma_sfctm2.php?tm=&stn=108&authKey=L_aqRjZLRCq2qkY2S3QqkA
264,2026-07-19T18:05:54.837755+09:00,2026-07-19T18:00:00+09:00,108,KMA_ASOS_HOURLY,27.8,66.0,2.6,,"{""BF"": ""-9"", ""CT"": ""-"", ""HM"": ""66.0"", ""IR"": ""3"", ""IX"": ""2"", ""PA"": ""994.4"", ""PR"": ""0.3"", ""PS"": ""1004.0"", ""PT"": ""3"", ""PV"": ""24.6"", ""RN"": ""-9.0"", ""SI"": ""0.67"", ""SS"": ""0.1"", ""TA"": ""27.8"", ""TD"": ""20.8"", ""TM"": ""202607191800"", ""TS"": ""29.0"", ""VS"": ""1454"", ""WC"": ""-9"", ""WD"": ""25"", ""WH"": ""-9.0"", ""WP"": ""-9"", ""WS"": ""2.6"", ""WW"": ""-"", ""STN"": ""108"", ""ST_GD"": ""-9"", ""TE_01"": ""28.6"", ""TE_02"": ""28.4"", ""TE_03"": ""26.2"", ""CA_MID"": ""4"", ""CA_TOT"": ""8"", ""CH_MIN"": ""67"", ""CT_LOW"": ""-9"", ""CT_MID"": ""-9"", ""CT_TOP"": ""-9"", ""GST_TM"": ""-9"", ""GST_WD"": ""-9"", ""GST_WS"": ""-9.0"", ""RN_DAY"": ""0.1"", ""RN_INT"": ""-9.0"", ""RN_JUN"": ""0.1"", ""SD_DAY"": ""-9.0"", ""SD_HR3"": ""-9.0"", ""SD_TOT"": ""-9.0"", ""ST_SEA"": ""-9"", ""TE_005"": ""27.9""}",202607191800 108  25  2.6  -9 -9.0   -9  994.4 1004.0  3   0.3  27.8  20.8  66.0  24.6   -9.0    0.1    0.1   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        8   4   67 -         -9  -9  -9  1454  0.1  0.67 -9  29.0  27.9  28.6  28.4  26.2  -9 -9.0 -9  3  2,https://apihub.kma.go.kr/api/typ01/url/kma_sfctm2.php?tm=&stn=108&authKey=L_aqRjZLRCq2qkY2S3QqkA
265,2026-07-19T19:04:19.153197+09:00,2026-07-19T19:00:00+09:00,108,KMA_ASOS_HOURLY,26.6,71.0,2.9,,"{""BF"": ""-9"", ""CT"": ""-"", ""HM"": ""71.0"", ""IR"": ""3"", ""IX"": ""-9"", ""PA"": ""995.0"", ""PR"": ""-9.0"", ""PS"": ""1004.7"", ""PT"": ""-9"", ""PV"": ""24.7"", ""RN"": ""-9.0"", ""SI"": ""0.33"", ""SS"": ""0.0"", ""TA"": ""26.6"", ""TD"": ""20.9"", ""TM"": ""202607191900"", ""TS"": ""27.1"", ""VS"": ""1410"", ""WC"": ""-9"", ""WD"": ""29"", ""WH"": ""-9.0"", ""WP"": ""-9"", ""WS"": ""2.9"", ""WW"": ""-"", ""STN"": ""108"", ""ST_GD"": ""-9"", ""TE_01"": ""28.3"", ""TE_02"": ""28.2"", ""TE_03"": ""26.3"", ""CA_MID"": ""2"", ""CA_TOT"": ""8"", ""CH_MIN"": ""10"", ""CT_LOW"": ""-9"", ""CT_MID"": ""-9"", ""CT_TOP"": ""-9"", ""GST_TM"": ""-9"", ""GST_WD"": ""-9"", ""GST_WS"": ""-9.0"", ""RN_DAY"": ""0.1"", ""RN_INT"": ""-9.0"", ""RN_JUN"": ""0.1"", ""SD_DAY"": ""-9.0"", ""SD_HR3"": ""-9.0"", ""SD_TOT"": ""-9.0"", ""ST_SEA"": ""-9"", ""TE_005"": ""27.7""}",202607191900 108  29  2.9  -9 -9.0   -9  995.0 1004.7 -9  -9.0  26.6  20.9  71.0  24.7   -9.0    0.1    0.1   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        8   2   10 -         -9  -9  -9  1410  0.0  0.33 -9  27.1  27.7  28.3  28.2  26.3  -9 -9.0 -9  3 -9,https://apihub.kma.go.kr/api/typ01/url/kma_sfctm2.php?tm=&stn=108&authKey=L_aqRjZLRCq2qkY2S3QqkA
266,2026-07-19T20:04:33.543498+09:00,2026-07-19T20:00:00+09:00,108,KMA_ASOS_HOURLY,25.9,73.0,0.8,,"{""BF"": ""-9"", ""CT"": ""-"", ""HM"": ""73.0"", ""IR"": ""3"", ""IX"": ""-9"", ""PA"": ""994.9"", ""PR"": ""-9.0"", ""PS"": ""1004.6"", ""PT"": ""-9"", ""PV"": ""24.3"", ""RN"": ""-9.0"", ""SI"": ""0.05"", ""SS"": ""0.0"", ""TA"": ""25.9"", ""TD"": ""20.6"", ""TM"": ""202607192000"", ""TS"": ""25.7"", ""VS"": ""1432"", ""WC"": ""-9"", ""WD"": ""29"", ""WH"": ""-9.0"", ""WP"": ""-9"", ""WS"": ""0.8"", ""WW"": ""-"", ""STN"": ""108"", ""ST_GD"": ""-9"", ""TE_01"": ""27.9"", ""TE_02"": ""27.9"", ""TE_03"": ""26.5"", ""CA_MID"": ""6"", ""CA_TOT"": ""9"", ""CH_MIN"": ""61"", ""CT_LOW"": ""-9"", ""CT_MID"": ""-9"", ""CT_TOP"": ""-9"", ""GST_TM"": ""-9"", ""GST_WD"": ""-9"", ""GST_WS"": ""-9.0"", ""RN_DAY"": ""0.1"", ""RN_INT"": ""-9.0"", ""RN_JUN"": ""0.1"", ""SD_DAY"": ""-9.0"", ""SD_HR3"": ""-9.0"", ""SD_TOT"": ""-9.0"", ""ST_SEA"": ""-9"", ""TE_005"": ""27.2""}",202607192000 108  29  0.8  -9 -9.0   -9  994.9 1004.6 -9  -9.0  25.9  20.6  73.0  24.3   -9.0    0.1    0.1   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        9   6   61 -         -9  -9  -9  1432  0.0  0.05 -9  25.7  27.2  27.9  27.9  26.5  -9 -9.0 -9  3 -9,https://apihub.kma.go.kr/api/typ01/url/kma_sfctm2.php?tm=&stn=108&authKey=L_aqRjZLRCq2qkY2S3QqkA
267,2026-07-19T21:05:48.275740+09:00,2026-07-19T21:00:00+09:00,108,KMA_ASOS_HOURLY,25.5,77.0,1.3,,"{""BF"": ""-9"", ""CT"": ""-"", ""HM"": ""77.0"", ""IR"": ""3"", ""IX"": ""2"", ""PA"": ""995.6"", ""PR"": ""1.3"", ""PS"": ""1005.3"", ""PT"": ""2"", ""PV"": ""25.0"", ""RN"": ""-9.0"", ""SI"": ""-9.00"", ""SS"": ""-9.0"", ""TA"": ""25.5"", ""TD"": ""21.1"", ""TM"": ""202607192100"", ""TS"": ""25.2"", ""VS"": ""1482"", ""WC"": ""-9"", ""WD"": ""27"", ""WH"": ""-9.0"", ""WP"": ""-9"", ""WS"": ""1.3"", ""WW"": ""-"", ""STN"": ""108"", ""ST_GD"": ""-9"", ""TE_01"": ""27.5"", ""TE_02"": ""27.6"", ""TE_03"": ""26.6"", ""CA_MID"": ""9"", ""CA_TOT"": ""10"", ""CH_MIN"": ""51"", ""CT_LOW"": ""-9"", ""CT_MID"": ""-9"", ""CT_TOP"": ""-9"", ""GST_TM"": ""-9"", ""GST_WD"": ""-9"", ""GST_WS"": ""-9.0"", ""RN_DAY"": ""0.1"", ""RN_INT"": ""-9.0"", ""RN_JUN"": ""0.1"", ""SD_DAY"": ""-9.0"", ""SD_HR3"": ""-9.0"", ""SD_TOT"": ""-9.0"", ""ST_SEA"": ""-9"", ""TE_005"": ""26.7""}",202607192100 108  27  1.3  -9 -9.0   -9  995.6 1005.3  2   1.3  25.5  21.1  77.0  25.0   -9.0    0.1    0.1   -9.0   -9.0   -9.0   -9.0 -9 -9 -                       10   9   51 -         -9  -9  -9  1482 -9.0 -9.00 -9  25.2  26.7  27.5  27.6  26.6  -9 -9.0 -9  3  2,https://apihub.kma.go.kr/api/typ01/url/kma_sfctm2.php?tm=&stn=108&authKey=L_aqRjZLRCq2qkY2S3QqkA
268,2026-07-19T22:06:12.573787+09:00,2026-07-19T22:00:00+09:00,108,KMA_ASOS_HOURLY,25.3,78.0,1.4,,"{""BF"": ""-9"", ""CT"": ""-"", ""HM"": ""78.0"", ""IR"": ""3"", ""IX"": ""-9"", ""PA"": ""996.3"", ""PR"": ""-9.0"", ""PS"": ""1006.0"", ""PT"": ""-9"", ""PV"": ""25.0"", ""RN"": ""-9.0"", ""SI"": ""-9.00"", ""SS"": ""-9.0"", ""TA"": ""25.3"", ""TD"": ""21.1"", ""TM"": ""202607192200"", ""TS"": ""24.9"", ""VS"": ""1527"", ""WC"": ""-9"", ""WD"": ""25"", ""WH"": ""-9.0"", ""WP"": ""-9"", ""WS"": ""1.4"", ""WW"": ""-"", ""STN"": ""108"", ""ST_GD"": ""-9"", ""TE_01"": ""27.2"", ""TE_02"": ""27.3"", ""TE_03"": ""26.6"", ""CA_MID"": ""1"", ""CA_TOT"": ""10"", ""CH_MIN"": ""10"", ""CT_LOW"": ""-9"", ""CT_MID"": ""-9"", ""CT_TOP"": ""-9"", ""GST_TM"": ""-9"", ""GST_WD"": ""-9"", ""GST_WS"": ""-9.0"", ""RN_DAY"": ""0.1"", ""RN_INT"": ""-9.0"", ""RN_JUN"": ""0.1"", ""SD_DAY"": ""-9.0"", ""SD_HR3"": ""-9.0"", ""SD_TOT"": ""-9.0"", ""ST_SEA"": ""-9"", ""TE_005"": ""26.4""}",202607192200 108  25  1.4  -9 -9.0   -9  996.3 1006.0 -9  -9.0  25.3  21.1  78.0  25.0   -9.0    0.1    0.1   -9.0   -9.0   -9.0   -9.0 -9 -9 -                       10   1   10 -         -9  -9  -9  1527 -9.0 -9.00 -9  24.9  26.4  27.2  27.3  26.6  -9 -9.0 -9  3 -9,https://apihub.kma.go.kr/api/typ01/url/kma_sfctm2.php?tm=&stn=108&authKey=L_aqRjZLRCq2qkY2S3QqkA
269,2026-07-19T23:07:41.754799+09:00,2026-07-19T23:00:00+09:00,108,KMA_ASOS_HOURLY,25.2,80.0,0.8,0.0,"{""BF"": ""-9"", ""CT"": ""-"", ""HM"": ""80.0"", ""IR"": ""4"", ""IX"": ""1"", ""PA"": ""996.2"", ""PR"": ""-9.0"", ""PS"": ""1005.9"", ""PT"": ""-9"", ""PV"": ""25.5"", ""RN"": ""0.0"", ""SI"": ""-9.00"", ""SS"": ""-9.0"", ""TA"": ""25.2"", ""TD"": ""21.4"", ""TM"": ""202607192300"", ""TS"": ""24.8"", ""VS"": ""1442"", ""WC"": ""60"", ""WD"": ""36"", ""WH"": ""-9.0"", ""WP"": ""62"", ""WS"": ""0.8"", ""WW"": ""01"", ""STN"": ""108"", ""ST_GD"": ""-9"", ""TE_01"": ""26.9"", ""TE_02"": ""27.1"", ""TE_03"": ""26.6"", ""CA_MID"": ""3"", ""CA_TOT"": ""10"", ""CH_MIN"": ""10"", ""CT_LOW"": ""-9"", ""CT_MID"": ""-9"", ""CT_TOP"": ""-9"", ""GST_TM"": ""-9"", ""GST_WD"": ""-9"", ""GST_WS"": ""-9.0"", ""RN_DAY"": ""0.1"", ""RN_INT"": ""-9.0"", ""RN_JUN"": ""0.1"", ""SD_DAY"": ""-9.0"", ""SD_HR3"": ""-9.0"", ""SD_TOT"": ""-9.0"", ""ST_SEA"": ""-9"", ""TE_005"": ""26.2""}",202607192300 108  36  0.8  -9 -9.0   -9  996.2 1005.9 -9  -9.0  25.2  21.4  80.0  25.5    0.0    0.1    0.1   -9.0   -9.0   -9.0   -9.0 60 62 01                      10   3   10 -         -9  -9  -9  1442 -9.0 -9.00 -9  24.8  26.2  26.9  27.1  26.6  -9 -9.0 -9  4  1,https://apihub.kma.go.kr/api/typ01/url/kma_sfctm2.php?tm=&stn=108&authKey=L_aqRjZLRCq2qkY2S3QqkA
