id,collected_at,observed_date,stn,source,temp_avg_c,temp_max_c,temp_min_c,rain_day_mm,humidity_avg_pct,raw_fields,raw_line,api_url
175,2026-08-06T20:14:34.242078+09:00,2026-08-06,108,KMA_ASOS_DAILY,,37.9,28.9,,,"{""TM"": ""20260806"", ""STN"": ""108"", ""EV_L"": ""-9.0"", ""EV_S"": ""-9.0"", ""TE_05"": ""29.2"", ""TE_10"": ""26.4"", ""TE_15"": ""25.1"", ""TE_30"": ""20.2"", ""TE_50"": ""15.8"", ""CA_TOT"": ""-9.0"", ""FG_DUR"": ""-9.00"", ""HM_AVG"": ""-9.0"", ""HM_MIN"": ""36.0"", ""PA_AVG"": ""-9.0"", ""PS_AVG"": ""-9.0"", ""PS_MAX"": ""1007.9"", ""PS_MIN"": ""1003.6"", ""PV_AVG"": ""-9.0"", ""RN_D99"": ""-9.0"", ""RN_DAY"": ""-9.0"", ""RN_DUR"": ""-9.00"", ""SD_MAX"": ""-9.0"", ""SD_NEW"": ""-9.0"", ""SI_DAY"": ""-9.00"", ""SS_CMB"": ""-9.0"", ""SS_DAY"": ""-9.0"", ""SS_DUR"": ""13.9"", ""TA_AVG"": ""-99.0"", ""TA_MAX"": ""37.9"", ""TA_MIN"": ""28.9"", ""TD_AVG"": ""-99.0"", ""TG_MIN"": ""24.7"", ""TS_AVG"": ""-99.0"", ""WD_INS"": ""7"", ""WD_MAX"": ""5"", ""WR_DAY"": ""-9"", ""WS_AVG"": ""-9.0"", ""WS_INS"": ""6.5"", ""WS_MAX"": ""3.1"", ""HM_MIN_TM"": ""1624"", ""PS_MAX_TM"": ""646"", ""PS_MIN_TM"": ""1756"", ""SD_MAX_TM"": ""-9"", ""SD_NEW_TM"": ""-9"", ""TA_MAX_TM"": ""1605"", ""TA_MIN_TM"": ""615"", ""WS_INS_TM"": ""1351"", ""WS_MAX_TM"": ""725"", ""RN_10M_MAX"": ""-9.0"", ""RN_60M_MAX"": ""-9.0"", ""RN_POW_MAX"": ""-9.0"", ""SI_60M_MAX"": ""-9.00"", ""RN_10M_MAX_TM"": ""-9"", ""RN_60M_MAX_TM"": ""-9"", ""RN_POW_MAX_TM"": ""-9"", ""SI_60M_MAX_TM"": ""-9""}","20260806,108,-9.0,-9,5,3.1,725,7,6.5,1351,-99.0,37.9,1605,28.9,615,-99.0,-99.0,24.7,-9.0,36.0,1624,-9.0,-9.0,-9.0,-9.00,-9.0,-9.0,1007.9,646,1003.6,1756,-9.0,-9.0,13.9,-9.0,-9.00,-9.00,-9,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,29.2,26.4,25.1,20.2,15.8,",https://apihub.kma.go.kr/api/typ01/url/kma_sfcdd.php?tm=&stn=108&authKey=L_aqRjZLRCq2qkY2S3QqkA
181,2026-08-07T20:13:24.119056+09:00,2026-08-07,108,KMA_ASOS_DAILY,,38.0,28.6,,,"{""TM"": ""20260807"", ""STN"": ""108"", ""EV_L"": ""-9.0"", ""EV_S"": ""-9.0"", ""TE_05"": ""29.3"", ""TE_10"": ""26.5"", ""TE_15"": ""25.2"", ""TE_30"": ""20.2"", ""TE_50"": ""15.8"", ""CA_TOT"": ""-9.0"", ""FG_DUR"": ""-9.00"", ""HM_AVG"": ""-9.0"", ""HM_MIN"": ""44.0"", ""PA_AVG"": ""-9.0"", ""PS_AVG"": ""-9.0"", ""PS_MAX"": ""1005.3"", ""PS_MIN"": ""1002.2"", ""PV_AVG"": ""-9.0"", ""RN_D99"": ""-9.0"", ""RN_DAY"": ""-9.0"", ""RN_DUR"": ""-9.00"", ""SD_MAX"": ""-9.0"", ""SD_NEW"": ""-9.0"", ""SI_DAY"": ""-9.00"", ""SS_CMB"": ""-9.0"", ""SS_DAY"": ""-9.0"", ""SS_DUR"": ""13.9"", ""TA_AVG"": ""-99.0"", ""TA_MAX"": ""38.0"", ""TA_MIN"": ""28.6"", ""TD_AVG"": ""-99.0"", ""TG_MIN"": ""24.3"", ""TS_AVG"": ""-99.0"", ""WD_INS"": ""34"", ""WD_MAX"": ""32"", ""WR_DAY"": ""-9"", ""WS_AVG"": ""-9.0"", ""WS_INS"": ""7.6"", ""WS_MAX"": ""3.7"", ""HM_MIN_TM"": ""1432"", ""PS_MAX_TM"": ""638"", ""PS_MIN_TM"": ""1619"", ""SD_MAX_TM"": ""-9"", ""SD_NEW_TM"": ""-9"", ""TA_MAX_TM"": ""1532"", ""TA_MIN_TM"": ""606"", ""WS_INS_TM"": ""1809"", ""WS_MAX_TM"": ""1818"", ""RN_10M_MAX"": ""-9.0"", ""RN_60M_MAX"": ""-9.0"", ""RN_POW_MAX"": ""-9.0"", ""SI_60M_MAX"": ""-9.00"", ""RN_10M_MAX_TM"": ""-9"", ""RN_60M_MAX_TM"": ""-9"", ""RN_POW_MAX_TM"": ""-9"", ""SI_60M_MAX_TM"": ""-9""}","20260807,108,-9.0,-9,32,3.7,1818,34,7.6,1809,-99.0,38.0,1532,28.6,606,-99.0,-99.0,24.3,-9.0,44.0,1432,-9.0,-9.0,-9.0,-9.00,-9.0,-9.0,1005.3,638,1002.2,1619,-9.0,-9.0,13.9,-9.0,-9.00,-9.00,-9,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,29.3,26.5,25.2,20.2,15.8,",https://apihub.kma.go.kr/api/typ01/url/kma_sfcdd.php?tm=&stn=108&authKey=L_aqRjZLRCq2qkY2S3QqkA
187,2026-08-08T20:15:02.430964+09:00,2026-08-08,108,KMA_ASOS_DAILY,,36.8,29.1,,,"{""TM"": ""20260808"", ""STN"": ""108"", ""EV_L"": ""-9.0"", ""EV_S"": ""-9.0"", ""TE_05"": ""29.4"", ""TE_10"": ""26.6"", ""TE_15"": ""25.3"", ""TE_30"": ""20.2"", ""TE_50"": ""15.9"", ""CA_TOT"": ""-9.0"", ""FG_DUR"": ""-9.00"", ""HM_AVG"": ""-9.0"", ""HM_MIN"": ""44.0"", ""PA_AVG"": ""-9.0"", ""PS_AVG"": ""-9.0"", ""PS_MAX"": ""1007.2"", ""PS_MIN"": ""1004.0"", ""PV_AVG"": ""-9.0"", ""RN_D99"": ""-9.0"", ""RN_DAY"": ""-9.0"", ""RN_DUR"": ""-9.00"", ""SD_MAX"": ""-9.0"", ""SD_NEW"": ""-9.0"", ""SI_DAY"": ""-9.00"", ""SS_CMB"": ""-9.0"", ""SS_DAY"": ""-9.0"", ""SS_DUR"": ""13.9"", ""TA_AVG"": ""-99.0"", ""TA_MAX"": ""36.8"", ""TA_MIN"": ""29.1"", ""TD_AVG"": ""-99.0"", ""TG_MIN"": ""24.6"", ""TS_AVG"": ""-99.0"", ""WD_INS"": ""7"", ""WD_MAX"": ""5"", ""WR_DAY"": ""-9"", ""WS_AVG"": ""-9.0"", ""WS_INS"": ""12.2"", ""WS_MAX"": ""5.9"", ""HM_MIN_TM"": ""1532"", ""PS_MAX_TM"": ""814"", ""PS_MIN_TM"": ""133"", ""SD_MAX_TM"": ""-9"", ""SD_NEW_TM"": ""-9"", ""TA_MAX_TM"": ""1409"", ""TA_MIN_TM"": ""622"", ""WS_INS_TM"": ""1712"", ""WS_MAX_TM"": ""1822"", ""RN_10M_MAX"": ""-9.0"", ""RN_60M_MAX"": ""-9.0"", ""RN_POW_MAX"": ""-9.0"", ""SI_60M_MAX"": ""-9.00"", ""RN_10M_MAX_TM"": ""-9"", ""RN_60M_MAX_TM"": ""-9"", ""RN_POW_MAX_TM"": ""-9"", ""SI_60M_MAX_TM"": ""-9""}","20260808,108,-9.0,-9,5,5.9,1822,7,12.2,1712,-99.0,36.8,1409,29.1,622,-99.0,-99.0,24.6,-9.0,44.0,1532,-9.0,-9.0,-9.0,-9.00,-9.0,-9.0,1007.2,814,1004.0,133,-9.0,-9.0,13.9,-9.0,-9.00,-9.00,-9,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,29.4,26.6,25.3,20.2,15.9,",https://apihub.kma.go.kr/api/typ01/url/kma_sfcdd.php?tm=&stn=108&authKey=L_aqRjZLRCq2qkY2S3QqkA
193,2026-08-09T20:12:20.329940+09:00,2026-08-09,108,KMA_ASOS_DAILY,,31.6,24.5,,,"{""TM"": ""20260809"", ""STN"": ""108"", ""EV_L"": ""-9.0"", ""EV_S"": ""-9.0"", ""TE_05"": ""-99.0"", ""TE_10"": ""-99.0"", ""TE_15"": ""-99.0"", ""TE_30"": ""-99.0"", ""TE_50"": ""-99.0"", ""CA_TOT"": ""-9.0"", ""FG_DUR"": ""-9.00"", ""HM_AVG"": ""-9.0"", ""HM_MIN"": ""51.0"", ""PA_AVG"": ""-9.0"", ""PS_AVG"": ""-9.0"", ""PS_MAX"": ""1010.1"", ""PS_MIN"": ""1008.0"", ""PV_AVG"": ""-9.0"", ""RN_D99"": ""-9.0"", ""RN_DAY"": ""-9.0"", ""RN_DUR"": ""-9.00"", ""SD_MAX"": ""-9.0"", ""SD_NEW"": ""-9.0"", ""SI_DAY"": ""-9.00"", ""SS_CMB"": ""-9.0"", ""SS_DAY"": ""-9.0"", ""SS_DUR"": ""13.8"", ""TA_AVG"": ""-99.0"", ""TA_MAX"": ""31.6"", ""TA_MIN"": ""24.5"", ""TD_AVG"": ""-99.0"", ""TG_MIN"": ""21.7"", ""TS_AVG"": ""-99.0"", ""WD_INS"": ""2"", ""WD_MAX"": ""5"", ""WR_DAY"": ""-9"", ""WS_AVG"": ""-9.0"", ""WS_INS"": ""11.4"", ""WS_MAX"": ""6.0"", ""HM_MIN_TM"": ""1352"", ""PS_MAX_TM"": ""2003"", ""PS_MIN_TM"": ""1541"", ""SD_MAX_TM"": ""-9"", ""SD_NEW_TM"": ""-9"", ""TA_MAX_TM"": ""1354"", ""TA_MIN_TM"": ""546"", ""WS_INS_TM"": ""1048"", ""WS_MAX_TM"": ""1040"", ""RN_10M_MAX"": ""-9.0"", ""RN_60M_MAX"": ""-9.0"", ""RN_POW_MAX"": ""-9.0"", ""SI_60M_MAX"": ""-9.00"", ""RN_10M_MAX_TM"": ""-9"", ""RN_60M_MAX_TM"": ""-9"", ""RN_POW_MAX_TM"": ""-9"", ""SI_60M_MAX_TM"": ""-9""}","20260809,108,-9.0,-9,5,6.0,1040,2,11.4,1048,-99.0,31.6,1354,24.5,546,-99.0,-99.0,21.7,-9.0,51.0,1352,-9.0,-9.0,-9.0,-9.00,-9.0,-9.0,1010.1,2003,1008.0,1541,-9.0,-9.0,13.8,-9.0,-9.00,-9.00,-9,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0,",https://apihub.kma.go.kr/api/typ01/url/kma_sfcdd.php?tm=&stn=108&authKey=L_aqRjZLRCq2qkY2S3QqkA
198,2026-08-10T20:13:21.378310+09:00,2026-08-10,108,KMA_ASOS_DAILY,,34.3,24.8,,,"{""TM"": ""20260810"", ""STN"": ""108"", ""EV_L"": ""-9.0"", ""EV_S"": ""-9.0"", ""TE_05"": ""29.0"", ""TE_10"": ""26.8"", ""TE_15"": ""25.5"", ""TE_30"": ""20.3"", ""TE_50"": ""15.9"", ""CA_TOT"": ""-9.0"", ""FG_DUR"": ""-9.00"", ""HM_AVG"": ""-9.0"", ""HM_MIN"": ""41.0"", ""PA_AVG"": ""-9.0"", ""PS_AVG"": ""-9.0"", ""PS_MAX"": ""1011.9"", ""PS_MIN"": ""1008.7"", ""PV_AVG"": ""-9.0"", ""RN_D99"": ""-9.0"", ""RN_DAY"": ""-9.0"", ""RN_DUR"": ""-9.00"", ""SD_MAX"": ""-9.0"", ""SD_NEW"": ""-9.0"", ""SI_DAY"": ""-9.00"", ""SS_CMB"": ""-9.0"", ""SS_DAY"": ""-9.0"", ""SS_DUR"": ""13.8"", ""TA_AVG"": ""-99.0"", ""TA_MAX"": ""34.3"", ""TA_MIN"": ""24.8"", ""TD_AVG"": ""-99.0"", ""TG_MIN"": ""21.4"", ""TS_AVG"": ""-99.0"", ""WD_INS"": ""5"", ""WD_MAX"": ""7"", ""WR_DAY"": ""-9"", ""WS_AVG"": ""-9.0"", ""WS_INS"": ""9.1"", ""WS_MAX"": ""4.7"", ""HM_MIN_TM"": ""1426"", ""PS_MAX_TM"": ""848"", ""PS_MIN_TM"": ""1738"", ""SD_MAX_TM"": ""-9"", ""SD_NEW_TM"": ""-9"", ""TA_MAX_TM"": ""1501"", ""TA_MIN_TM"": ""453"", ""WS_INS_TM"": ""15"", ""WS_MAX_TM"": ""102"", ""RN_10M_MAX"": ""-9.0"", ""RN_60M_MAX"": ""-9.0"", ""RN_POW_MAX"": ""-9.0"", ""SI_60M_MAX"": ""-9.00"", ""RN_10M_MAX_TM"": ""-9"", ""RN_60M_MAX_TM"": ""-9"", ""RN_POW_MAX_TM"": ""-9"", ""SI_60M_MAX_TM"": ""-9""}","20260810,108,-9.0,-9,7,4.7,102,5,9.1,15,-99.0,34.3,1501,24.8,453,-99.0,-99.0,21.4,-9.0,41.0,1426,-9.0,-9.0,-9.0,-9.00,-9.0,-9.0,1011.9,848,1008.7,1738,-9.0,-9.0,13.8,-9.0,-9.00,-9.00,-9,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,29.0,26.8,25.5,20.3,15.9,",https://apihub.kma.go.kr/api/typ01/url/kma_sfcdd.php?tm=&stn=108&authKey=L_aqRjZLRCq2qkY2S3QqkA
204,2026-08-11T20:14:56.579804+09:00,2026-08-11,108,KMA_ASOS_DAILY,,34.4,24.2,,,"{""TM"": ""20260811"", ""STN"": ""108"", ""EV_L"": ""-9.0"", ""EV_S"": ""-9.0"", ""TE_05"": ""28.9"", ""TE_10"": ""26.9"", ""TE_15"": ""25.6"", ""TE_30"": ""20.4"", ""TE_50"": ""16.0"", ""CA_TOT"": ""-9.0"", ""FG_DUR"": ""-9.00"", ""HM_AVG"": ""-9.0"", ""HM_MIN"": ""40.0"", ""PA_AVG"": ""-9.0"", ""PS_AVG"": ""-9.0"", ""PS_MAX"": ""1010.9"", ""PS_MIN"": ""1006.4"", ""PV_AVG"": ""-9.0"", ""RN_D99"": ""-9.0"", ""RN_DAY"": ""-9.0"", ""RN_DUR"": ""-9.00"", ""SD_MAX"": ""-9.0"", ""SD_NEW"": ""-9.0"", ""SI_DAY"": ""-9.00"", ""SS_CMB"": ""-9.0"", ""SS_DAY"": ""-9.0"", ""SS_DUR"": ""13.8"", ""TA_AVG"": ""-99.0"", ""TA_MAX"": ""34.4"", ""TA_MIN"": ""24.2"", ""TD_AVG"": ""-99.0"", ""TG_MIN"": ""20.2"", ""TS_AVG"": ""-99.0"", ""WD_INS"": ""7"", ""WD_MAX"": ""5"", ""WR_DAY"": ""-9"", ""WS_AVG"": ""-9.0"", ""WS_INS"": ""9.7"", ""WS_MAX"": ""5.0"", ""HM_MIN_TM"": ""1424"", ""PS_MAX_TM"": ""33"", ""PS_MIN_TM"": ""1729"", ""SD_MAX_TM"": ""-9"", ""SD_NEW_TM"": ""-9"", ""TA_MAX_TM"": ""1456"", ""TA_MIN_TM"": ""551"", ""WS_INS_TM"": ""840"", ""WS_MAX_TM"": ""1850"", ""RN_10M_MAX"": ""-9.0"", ""RN_60M_MAX"": ""-9.0"", ""RN_POW_MAX"": ""-9.0"", ""SI_60M_MAX"": ""-9.00"", ""RN_10M_MAX_TM"": ""-9"", ""RN_60M_MAX_TM"": ""-9"", ""RN_POW_MAX_TM"": ""-9"", ""SI_60M_MAX_TM"": ""-9""}","20260811,108,-9.0,-9,5,5.0,1850,7,9.7,840,-99.0,34.4,1456,24.2,551,-99.0,-99.0,20.2,-9.0,40.0,1424,-9.0,-9.0,-9.0,-9.00,-9.0,-9.0,1010.9,33,1006.4,1729,-9.0,-9.0,13.8,-9.0,-9.00,-9.00,-9,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,28.9,26.9,25.6,20.4,16.0,",https://apihub.kma.go.kr/api/typ01/url/kma_sfcdd.php?tm=&stn=108&authKey=L_aqRjZLRCq2qkY2S3QqkA
209,2026-08-12T20:14:42.487595+09:00,2026-08-12,108,KMA_ASOS_DAILY,,32.0,21.3,,,"{""TM"": ""20260812"", ""STN"": ""108"", ""EV_L"": ""-9.0"", ""EV_S"": ""-9.0"", ""TE_05"": ""28.9"", ""TE_10"": ""26.9"", ""TE_15"": ""25.7"", ""TE_30"": ""20.4"", ""TE_50"": ""16.0"", ""CA_TOT"": ""-9.0"", ""FG_DUR"": ""-9.00"", ""HM_AVG"": ""-9.0"", ""HM_MIN"": ""41.0"", ""PA_AVG"": ""-9.0"", ""PS_AVG"": ""-9.0"", ""PS_MAX"": ""1009.3"", ""PS_MIN"": ""1004.4"", ""PV_AVG"": ""-9.0"", ""RN_D99"": ""-9.0"", ""RN_DAY"": ""-9.0"", ""RN_DUR"": ""-9.00"", ""SD_MAX"": ""-9.0"", ""SD_NEW"": ""-9.0"", ""SI_DAY"": ""-9.00"", ""SS_CMB"": ""-9.0"", ""SS_DAY"": ""-9.0"", ""SS_DUR"": ""13.7"", ""TA_AVG"": ""-99.0"", ""TA_MAX"": ""32.0"", ""TA_MIN"": ""21.3"", ""TD_AVG"": ""-99.0"", ""TG_MIN"": ""16.8"", ""TS_AVG"": ""-99.0"", ""WD_INS"": ""7"", ""WD_MAX"": ""7"", ""WR_DAY"": ""-9"", ""WS_AVG"": ""-9.0"", ""WS_INS"": ""10.6"", ""WS_MAX"": ""6.5"", ""HM_MIN_TM"": ""1310"", ""PS_MAX_TM"": ""39"", ""PS_MIN_TM"": ""1647"", ""SD_MAX_TM"": ""-9"", ""SD_NEW_TM"": ""-9"", ""TA_MAX_TM"": ""1502"", ""TA_MIN_TM"": ""621"", ""WS_INS_TM"": ""21"", ""WS_MAX_TM"": ""28"", ""RN_10M_MAX"": ""-9.0"", ""RN_60M_MAX"": ""-9.0"", ""RN_POW_MAX"": ""-9.0"", ""SI_60M_MAX"": ""-9.00"", ""RN_10M_MAX_TM"": ""-9"", ""RN_60M_MAX_TM"": ""-9"", ""RN_POW_MAX_TM"": ""-9"", ""SI_60M_MAX_TM"": ""-9""}","20260812,108,-9.0,-9,7,6.5,28,7,10.6,21,-99.0,32.0,1502,21.3,621,-99.0,-99.0,16.8,-9.0,41.0,1310,-9.0,-9.0,-9.0,-9.00,-9.0,-9.0,1009.3,39,1004.4,1647,-9.0,-9.0,13.7,-9.0,-9.00,-9.00,-9,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,28.9,26.9,25.7,20.4,16.0,",https://apihub.kma.go.kr/api/typ01/url/kma_sfcdd.php?tm=&stn=108&authKey=L_aqRjZLRCq2qkY2S3QqkA
215,2026-08-13T20:12:37.452748+09:00,2026-08-13,108,KMA_ASOS_DAILY,,32.7,22.1,,,"{""TM"": ""20260813"", ""STN"": ""108"", ""EV_L"": ""-9.0"", ""EV_S"": ""-9.0"", ""TE_05"": ""28.8"", ""TE_10"": ""26.9"", ""TE_15"": ""25.7"", ""TE_30"": ""20.5"", ""TE_50"": ""16.0"", ""CA_TOT"": ""-9.0"", ""FG_DUR"": ""-9.00"", ""HM_AVG"": ""-9.0"", ""HM_MIN"": ""46.0"", ""PA_AVG"": ""-9.0"", ""PS_AVG"": ""-9.0"", ""PS_MAX"": ""1006.5"", ""PS_MIN"": ""1002.7"", ""PV_AVG"": ""-9.0"", ""RN_D99"": ""-9.0"", ""RN_DAY"": ""-9.0"", ""RN_DUR"": ""-9.00"", ""SD_MAX"": ""-9.0"", ""SD_NEW"": ""-9.0"", ""SI_DAY"": ""-9.00"", ""SS_CMB"": ""-9.0"", ""SS_DAY"": ""-9.0"", ""SS_DUR"": ""13.7"", ""TA_AVG"": ""-99.0"", ""TA_MAX"": ""32.7"", ""TA_MIN"": ""22.1"", ""TD_AVG"": ""-99.0"", ""TG_MIN"": ""17.2"", ""TS_AVG"": ""-99.0"", ""WD_INS"": ""2"", ""WD_MAX"": ""5"", ""WR_DAY"": ""-9"", ""WS_AVG"": ""-9.0"", ""WS_INS"": ""7.7"", ""WS_MAX"": ""4.4"", ""HM_MIN_TM"": ""1333"", ""PS_MAX_TM"": ""11"", ""PS_MIN_TM"": ""1621"", ""SD_MAX_TM"": ""-9"", ""SD_NEW_TM"": ""-9"", ""TA_MAX_TM"": ""1331"", ""TA_MIN_TM"": ""504"", ""WS_INS_TM"": ""1640"", ""WS_MAX_TM"": ""1910"", ""RN_10M_MAX"": ""-9.0"", ""RN_60M_MAX"": ""-9.0"", ""RN_POW_MAX"": ""-9.0"", ""SI_60M_MAX"": ""-9.00"", ""RN_10M_MAX_TM"": ""-9"", ""RN_60M_MAX_TM"": ""-9"", ""RN_POW_MAX_TM"": ""-9"", ""SI_60M_MAX_TM"": ""-9""}","20260813,108,-9.0,-9,5,4.4,1910,2,7.7,1640,-99.0,32.7,1331,22.1,504,-99.0,-99.0,17.2,-9.0,46.0,1333,-9.0,-9.0,-9.0,-9.00,-9.0,-9.0,1006.5,11,1002.7,1621,-9.0,-9.0,13.7,-9.0,-9.00,-9.00,-9,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,28.8,26.9,25.7,20.5,16.0,",https://apihub.kma.go.kr/api/typ01/url/kma_sfcdd.php?tm=&stn=108&authKey=L_aqRjZLRCq2qkY2S3QqkA
220,2026-08-14T20:12:24.844320+09:00,2026-08-14,108,KMA_ASOS_DAILY,,31.7,24.7,0.2,,"{""TM"": ""20260814"", ""STN"": ""108"", ""EV_L"": ""-9.0"", ""EV_S"": ""-9.0"", ""TE_05"": ""28.7"", ""TE_10"": ""26.9"", ""TE_15"": ""25.8"", ""TE_30"": ""20.6"", ""TE_50"": ""16.1"", ""CA_TOT"": ""-9.0"", ""FG_DUR"": ""-9.00"", ""HM_AVG"": ""-9.0"", ""HM_MIN"": ""49.0"", ""PA_AVG"": ""-9.0"", ""PS_AVG"": ""-9.0"", ""PS_MAX"": ""1005.6"", ""PS_MIN"": ""1004.1"", ""PV_AVG"": ""-9.0"", ""RN_D99"": ""-9.0"", ""RN_DAY"": ""0.2"", ""RN_DUR"": ""-9.00"", ""SD_MAX"": ""-9.0"", ""SD_NEW"": ""-9.0"", ""SI_DAY"": ""-9.00"", ""SS_CMB"": ""-9.0"", ""SS_DAY"": ""-9.0"", ""SS_DUR"": ""13.7"", ""TA_AVG"": ""-99.0"", ""TA_MAX"": ""31.7"", ""TA_MIN"": ""24.7"", ""TD_AVG"": ""-99.0"", ""TG_MIN"": ""20.5"", ""TS_AVG"": ""-99.0"", ""WD_INS"": ""7"", ""WD_MAX"": ""7"", ""WR_DAY"": ""-9"", ""WS_AVG"": ""-9.0"", ""WS_INS"": ""7.7"", ""WS_MAX"": ""3.1"", ""HM_MIN_TM"": ""1125"", ""PS_MAX_TM"": ""1004"", ""PS_MIN_TM"": ""1507"", ""SD_MAX_TM"": ""-9"", ""SD_NEW_TM"": ""-9"", ""TA_MAX_TM"": ""1112"", ""TA_MIN_TM"": ""610"", ""WS_INS_TM"": ""1915"", ""WS_MAX_TM"": ""1923"", ""RN_10M_MAX"": ""0.2"", ""RN_60M_MAX"": ""0.2"", ""RN_POW_MAX"": ""-9.0"", ""SI_60M_MAX"": ""-9.00"", ""RN_10M_MAX_TM"": ""1846"", ""RN_60M_MAX_TM"": ""1756"", ""RN_POW_MAX_TM"": ""-9"", ""SI_60M_MAX_TM"": ""-9""}","20260814,108,-9.0,-9,7,3.1,1923,7,7.7,1915,-99.0,31.7,1112,24.7,610,-99.0,-99.0,20.5,-9.0,49.0,1125,-9.0,-9.0,-9.0,-9.00,-9.0,-9.0,1005.6,1004,1004.1,1507,-9.0,-9.0,13.7,-9.0,-9.00,-9.00,-9,0.2,-9.0,-9.00,0.2,1756,0.2,1846,-9.0,-9,-9.0,-9,-9.0,-9,28.7,26.9,25.8,20.6,16.1,",https://apihub.kma.go.kr/api/typ01/url/kma_sfcdd.php?tm=&stn=108&authKey=L_aqRjZLRCq2qkY2S3QqkA
226,2026-08-15T20:15:07.234293+09:00,2026-08-15,108,KMA_ASOS_DAILY,,29.5,25.1,1.3,,"{""TM"": ""20260815"", ""STN"": ""108"", ""EV_L"": ""-9.0"", ""EV_S"": ""-9.0"", ""TE_05"": ""28.5"", ""TE_10"": ""26.9"", ""TE_15"": ""25.9"", ""TE_30"": ""20.6"", ""TE_50"": ""16.1"", ""CA_TOT"": ""-9.0"", ""FG_DUR"": ""-9.00"", ""HM_AVG"": ""-9.0"", ""HM_MIN"": ""67.0"", ""PA_AVG"": ""-9.0"", ""PS_AVG"": ""-9.0"", ""PS_MAX"": ""1007.1"", ""PS_MIN"": ""1005.3"", ""PV_AVG"": ""-9.0"", ""RN_D99"": ""-9.0"", ""RN_DAY"": ""1.3"", ""RN_DUR"": ""-9.00"", ""SD_MAX"": ""-9.0"", ""SD_NEW"": ""-9.0"", ""SI_DAY"": ""-9.00"", ""SS_CMB"": ""-9.0"", ""SS_DAY"": ""-9.0"", ""SS_DUR"": ""13.6"", ""TA_AVG"": ""-99.0"", ""TA_MAX"": ""29.5"", ""TA_MIN"": ""25.1"", ""TD_AVG"": ""-99.0"", ""TG_MIN"": ""22.2"", ""TS_AVG"": ""-99.0"", ""WD_INS"": ""5"", ""WD_MAX"": ""5"", ""WR_DAY"": ""-9"", ""WS_AVG"": ""-9.0"", ""WS_INS"": ""5.6"", ""WS_MAX"": ""3.6"", ""HM_MIN_TM"": ""1341"", ""PS_MAX_TM"": ""1000"", ""PS_MIN_TM"": ""1807"", ""SD_MAX_TM"": ""-9"", ""SD_NEW_TM"": ""-9"", ""TA_MAX_TM"": ""1337"", ""TA_MIN_TM"": ""1825"", ""WS_INS_TM"": ""1212"", ""WS_MAX_TM"": ""1354"", ""RN_10M_MAX"": ""0.8"", ""RN_60M_MAX"": ""1.3"", ""RN_POW_MAX"": ""-9.0"", ""SI_60M_MAX"": ""-9.00"", ""RN_10M_MAX_TM"": ""1523"", ""RN_60M_MAX_TM"": ""1504"", ""RN_POW_MAX_TM"": ""-9"", ""SI_60M_MAX_TM"": ""-9""}","20260815,108,-9.0,-9,5,3.6,1354,5,5.6,1212,-99.0,29.5,1337,25.1,1825,-99.0,-99.0,22.2,-9.0,67.0,1341,-9.0,-9.0,-9.0,-9.00,-9.0,-9.0,1007.1,1000,1005.3,1807,-9.0,-9.0,13.6,-9.0,-9.00,-9.00,-9,1.3,-9.0,-9.00,1.3,1504,0.8,1523,-9.0,-9,-9.0,-9,-9.0,-9,28.5,26.9,25.9,20.6,16.1,",https://apihub.kma.go.kr/api/typ01/url/kma_sfcdd.php?tm=&stn=108&authKey=L_aqRjZLRCq2qkY2S3QqkA
